"id","neighbourhood_group","neighbourhood","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","availability_365"
3040585,"Manhattan","Midtown","Entire home/apt",115,30,0,NULL,342
3043029,"Manhattan","East Village","Entire home/apt",225,8,0,NULL,0
3061106,"Manhattan","West Village","Private room",130,2,0,NULL,0
3105531,"Manhattan","Upper East Side","Entire home/apt",750,6,0,NULL,0
3116519,"Queens","Ridgewood","Entire home/apt",70,10,0,NULL,0
3122230,"Manhattan","Harlem","Private room",125,1,0,NULL,0
3128865,"Brooklyn","Prospect Heights","Entire home/apt",67,1,0,NULL,0
3137426,"Manhattan","Gramercy","Private room",199,1,0,NULL,365
3143649,"Brooklyn","Flatbush","Private room",40,10,0,NULL,0
3171234,"Brooklyn","Williamsburg","Entire home/apt",425,5,0,NULL,0
3176553,"Manhattan","Midtown","Entire home/apt",429,2,0,NULL,0
3208609,"Brooklyn","Williamsburg","Private room",70,5,0,NULL,0
3213813,"Brooklyn","Crown Heights","Private room",100,7,0,NULL,0
3215722,"Brooklyn","Williamsburg","Private room",150,21,0,NULL,0
3219835,"Brooklyn","Windsor Terrace","Entire home/apt",250,1,0,NULL,0
3220725,"Manhattan","Lower East Side","Entire home/apt",200,30,0,NULL,365
3223080,"Manhattan","SoHo","Entire home/apt",149,1,0,NULL,0
3237602,"Brooklyn","Williamsburg","Entire home/apt",270,14,0,NULL,0
3238109,"Brooklyn","Flatbush","Private room",180,1,0,NULL,0
3238355,"Brooklyn","Williamsburg","Private room",55,13,0,NULL,0
3249078,"Brooklyn","Brooklyn Heights","Entire home/apt",115,5,0,NULL,0
3251638,"Brooklyn","Crown Heights","Private room",50,1,0,NULL,0
3265275,"Manhattan","Upper West Side","Entire home/apt",200,1,0,NULL,0
3288625,"Brooklyn","Williamsburg","Entire home/apt",175,10,0,NULL,0
3289009,"Brooklyn","Greenpoint","Entire home/apt",150,7,0,NULL,0
3291286,"Queens","Long Island City","Private room",100,1,0,NULL,0
3301484,"Manhattan","Upper West Side","Private room",135,2,0,NULL,352
3302932,"Queens","Woodhaven","Entire home/apt",250,5,0,NULL,32
3316877,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",150,1,0,NULL,0
3319483,"Brooklyn","Bushwick","Private room",65,1,0,NULL,5
3337808,"Brooklyn","Boerum Hill","Entire home/apt",1000,4,0,NULL,0
3363364,"Brooklyn","East Flatbush","Private room",150,1,0,NULL,299
3368427,"Brooklyn","Flatbush","Private room",30,1,0,NULL,0
3369929,"Brooklyn","Williamsburg","Shared room",60,1,0,NULL,0
3372642,"Manhattan","Upper West Side","Entire home/apt",225,3,0,NULL,0
3378404,"Manhattan","Washington Heights","Entire home/apt",88,2,0,NULL,0
3378576,"Brooklyn","Williamsburg","Private room",250,1,0,NULL,0
3378585,"Manhattan","Hell's Kitchen","Entire home/apt",300,1,0,NULL,0
3383662,"Manhattan","Financial District","Private room",84,15,0,NULL,0
3391220,"Manhattan","Harlem","Entire home/apt",149,31,0,NULL,77
3393999,"Brooklyn","Crown Heights","Entire home/apt",90,7,0,NULL,0
3399909,"Brooklyn","Williamsburg","Entire home/apt",240,365,0,NULL,363
3401911,"Manhattan","Battery Park City","Private room",110,1,0,NULL,0
3423516,"Manhattan","Upper East Side","Entire home/apt",150,2,0,NULL,0
3447448,"Brooklyn","Williamsburg","Private room",150,1,0,NULL,364
3448037,"Brooklyn","Williamsburg","Entire home/apt",250,1,0,NULL,0
3453488,"Brooklyn","Williamsburg","Entire home/apt",200,30,0,NULL,0
3455983,"Manhattan","Harlem","Entire home/apt",200,6,0,NULL,0
3464727,"Manhattan","Hell's Kitchen","Entire home/apt",150,1,0,NULL,0
3464971,"Queens","Ridgewood","Entire home/apt",225,7,0,NULL,0
3482919,"Manhattan","Nolita","Entire home/apt",175,7,0,NULL,0
3487445,"Manhattan","Upper East Side","Entire home/apt",350,1,0,NULL,0
3489095,"Queens","Maspeth","Private room",39,30,0,NULL,352
3495686,"Manhattan","Kips Bay","Entire home/apt",184,3,0,NULL,0
3511934,"Manhattan","Harlem","Private room",84,1,0,NULL,0
3523001,"Queens","Fresh Meadows","Private room",125,7,0,NULL,365
3533741,"Manhattan","Hell's Kitchen","Private room",110,1,0,NULL,0
3544610,"Queens","Forest Hills","Entire home/apt",150,1,0,NULL,364
3552693,"Manhattan","Midtown","Entire home/apt",180,1,0,NULL,0
3554287,"Brooklyn","Sunset Park","Private room",35,7,0,NULL,0
3554599,"Brooklyn","Greenpoint","Private room",80,3,0,NULL,0
3556241,"Brooklyn","South Slope","Entire home/apt",150,2,0,NULL,0
3561828,"Brooklyn","Clinton Hill","Entire home/apt",150,3,0,NULL,0
3578158,"Manhattan","Harlem","Entire home/apt",138,4,0,NULL,0
3583605,"Manhattan","Washington Heights","Entire home/apt",150,3,0,NULL,0
3595503,"Manhattan","East Village","Private room",85,1,0,NULL,0
3600518,"Manhattan","Gramercy","Entire home/apt",250,31,0,NULL,365
3605654,"Manhattan","Financial District","Entire home/apt",165,1,0,NULL,0
3616527,"Brooklyn","Clinton Hill","Entire home/apt",100,1,0,NULL,0
3662091,"Manhattan","East Village","Entire home/apt",150,62,0,NULL,358
3662887,"Manhattan","Flatiron District","Entire home/apt",200,4,0,NULL,0
3663423,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",200,3,0,NULL,0
3683236,"Brooklyn","Bedford-Stuyvesant","Private room",250,2,0,NULL,365
3686493,"Manhattan","Gramercy","Entire home/apt",175,30,0,NULL,312
3703037,"Manhattan","Upper West Side","Entire home/apt",200,1,0,NULL,0
3706213,"Manhattan","Hell's Kitchen","Entire home/apt",190,1,0,NULL,0
3727861,"Manhattan","Harlem","Private room",200,1,0,NULL,0
3737180,"Brooklyn","Bushwick","Private room",50,5,0,NULL,0
3739126,"Manhattan","Nolita","Private room",92,5,0,NULL,0
3739864,"Brooklyn","Flatbush","Private room",48,5,0,NULL,0
3750917,"Brooklyn","Windsor Terrace","Private room",70,10,0,NULL,0
3769257,"Manhattan","Midtown","Private room",70,1,0,NULL,0
3783639,"Manhattan","Harlem","Private room",85,3,0,NULL,88
3787867,"Manhattan","Lower East Side","Entire home/apt",400,3,0,NULL,0
3789265,"Manhattan","Washington Heights","Shared room",100,2,0,NULL,363
7512967,"Brooklyn","Williamsburg","Private room",60,1,0,NULL,0
3802966,"Manhattan","Inwood","Private room",52,7,0,NULL,0
3812133,"Manhattan","Upper West Side","Entire home/apt",169,7,0,NULL,0
3816424,"Brooklyn","Bushwick","Private room",75,1,0,NULL,0
3822172,"Brooklyn","Williamsburg","Entire home/apt",75,24,0,NULL,27
3829039,"Brooklyn","Williamsburg","Private room",130,1,0,NULL,0
3831962,"Brooklyn","Flatbush","Entire home/apt",50,24,0,NULL,0
3835334,"Manhattan","Upper West Side","Entire home/apt",145,15,0,NULL,0
3836189,"Brooklyn","Bedford-Stuyvesant","Private room",80,1,0,NULL,0
3838056,"Brooklyn","Williamsburg","Entire home/apt",450,4,0,NULL,0
3838388,"Manhattan","Washington Heights","Entire home/apt",100,1,0,NULL,0
3860762,"Brooklyn","Bedford-Stuyvesant","Private room",72,5,0,NULL,88
3860899,"Brooklyn","Williamsburg","Private room",60,1,0,NULL,0
3864528,"Manhattan","Hell's Kitchen","Private room",200,1,0,NULL,0
3869762,"Manhattan","Upper East Side","Entire home/apt",110,1,0,NULL,0
3882103,"Manhattan","Hell's Kitchen","Entire home/apt",250,30,0,NULL,281
3887381,"Manhattan","East Village","Entire home/apt",180,5,0,NULL,0
3903284,"Brooklyn","Williamsburg","Private room",95,1,0,NULL,0
3917007,"Brooklyn","Williamsburg","Entire home/apt",150,3,0,NULL,0
3925426,"Brooklyn","Williamsburg","Entire home/apt",270,7,0,NULL,0
3928241,"Manhattan","Lower East Side","Entire home/apt",140,70,0,NULL,83
3928833,"Brooklyn","Bushwick","Entire home/apt",1000,2,0,NULL,0
3946471,"Brooklyn","Flatbush","Private room",95,3,0,NULL,365
3951363,"Brooklyn","Bushwick","Private room",70,30,0,NULL,0
3952676,"Brooklyn","Williamsburg","Entire home/apt",200,6,0,NULL,0
3953415,"Bronx","Clason Point","Private room",75,2,0,NULL,349
3970755,"Brooklyn","Cobble Hill","Entire home/apt",160,4,0,NULL,0
3971526,"Brooklyn","Flatbush","Private room",65,1,0,NULL,0
3971948,"Brooklyn","Clinton Hill","Entire home/apt",103,1,0,NULL,0
3974464,"Manhattan","Upper West Side","Private room",50,5,0,NULL,0
3979613,"Queens","Jackson Heights","Entire home/apt",200,2,0,NULL,364
4000561,"Manhattan","Morningside Heights","Entire home/apt",600,1,0,NULL,344
4007770,"Manhattan","Harlem","Entire home/apt",275,1,0,NULL,0
4028670,"Manhattan","Lower East Side","Entire home/apt",120,1,0,NULL,0
4031809,"Manhattan","Washington Heights","Private room",16,14,0,NULL,0
4033998,"Queens","Jackson Heights","Private room",200,30,0,NULL,88
4041351,"Brooklyn","Crown Heights","Private room",80,1,0,NULL,0
4047751,"Manhattan","Upper West Side","Entire home/apt",260,2,0,NULL,0
4053912,"Brooklyn","Prospect-Lefferts Gardens","Private room",75,18,0,NULL,0
4059037,"Brooklyn","Bedford-Stuyvesant","Private room",100,3,0,NULL,352
4067861,"Brooklyn","East Flatbush","Private room",65,1,0,NULL,0
4093511,"Manhattan","SoHo","Entire home/apt",125,1,0,NULL,1
4097279,"Manhattan","East Village","Private room",105,2,0,NULL,0
4116403,"Brooklyn","Crown Heights","Private room",65,1,0,NULL,0
4140622,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",100,1,0,NULL,0
4142125,"Brooklyn","Sunset Park","Entire home/apt",140,1,0,NULL,0
4144630,"Brooklyn","Williamsburg","Private room",125,2,0,NULL,0
4163804,"Manhattan","Upper West Side","Entire home/apt",250,1,0,NULL,0
4179420,"Brooklyn","Flatbush","Private room",65,30,0,NULL,365
4181598,"Manhattan","Hell's Kitchen","Entire home/apt",125,30,0,NULL,331
4189428,"Brooklyn","Park Slope","Entire home/apt",95,4,0,NULL,0
4190301,"Brooklyn","Bedford-Stuyvesant","Private room",100,1,0,NULL,0
4196039,"Brooklyn","Greenpoint","Entire home/apt",75,2,0,NULL,0
4198391,"Manhattan","East Village","Entire home/apt",160,3,0,NULL,0
4199411,"Manhattan","East Village","Entire home/apt",350,2,0,NULL,0
4203460,"Manhattan","Kips Bay","Entire home/apt",270,1,0,NULL,0
4204988,"Manhattan","NoHo","Entire home/apt",350,2,0,NULL,0
4216435,"Bronx","Kingsbridge","Entire home/apt",110,2,0,NULL,0
4216745,"Brooklyn","Crown Heights","Private room",100,1,0,NULL,83
4227018,"Brooklyn","Williamsburg","Shared room",150,1,0,NULL,0
4232356,"Manhattan","Upper East Side","Entire home/apt",150,1,0,NULL,0
4233705,"Manhattan","Upper West Side","Entire home/apt",260,1,0,NULL,0
4236107,"Manhattan","West Village","Private room",110,1,0,NULL,0
4236725,"Brooklyn","Clinton Hill","Entire home/apt",150,3,0,NULL,0
4243533,"Queens","Woodside","Private room",100,1,0,NULL,0
4244174,"Brooklyn","Greenpoint","Private room",80,2,0,NULL,0
4252172,"Brooklyn","Williamsburg","Private room",99,1,0,NULL,0
4258443,"Brooklyn","Bushwick","Private room",90,3,0,NULL,0
4262120,"Manhattan","Upper West Side","Entire home/apt",2695,1,0,NULL,0
4263488,"Manhattan","Hell's Kitchen","Entire home/apt",150,1,0,NULL,0
4275729,"Brooklyn","Bushwick","Entire home/apt",100,15,0,NULL,0
4284158,"Manhattan","East Village","Private room",199,1,0,NULL,0
4291654,"Brooklyn","Williamsburg","Private room",100,1,0,NULL,0
4325284,"Manhattan","Upper East Side","Entire home/apt",210,1,0,NULL,0
4347579,"Manhattan","Flatiron District","Entire home/apt",2000,7,0,NULL,0
4350406,"Manhattan","East Village","Entire home/apt",150,5,0,NULL,0
4354901,"Brooklyn","Williamsburg","Private room",50,5,0,NULL,0
4357134,"Queens","Ditmars Steinway","Entire home/apt",200,1,0,NULL,0
4364924,"Manhattan","Upper West Side","Entire home/apt",350,4,0,NULL,0
4375375,"Manhattan","East Harlem","Entire home/apt",200,5,0,NULL,0
4385360,"Manhattan","Lower East Side","Entire home/apt",275,3,0,NULL,0
4392066,"Brooklyn","Williamsburg","Private room",100,1,0,NULL,0
4403972,"Manhattan","Upper East Side","Entire home/apt",295,6,0,NULL,0
4404818,"Manhattan","Washington Heights","Entire home/apt",110,7,0,NULL,0
4421355,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",130,5,0,NULL,0
4421826,"Manhattan","Upper East Side","Entire home/apt",250,1,0,NULL,0
4422602,"Manhattan","East Village","Entire home/apt",250,3,0,NULL,0
4430645,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",200,7,0,NULL,0
4430657,"Brooklyn","Carroll Gardens","Private room",188,2,0,NULL,0
4435766,"Manhattan","West Village","Entire home/apt",300,3,0,NULL,0
4436185,"Brooklyn","Sunset Park","Entire home/apt",60,1,0,NULL,0
4438931,"Manhattan","Inwood","Private room",57,4,0,NULL,4
4446862,"Brooklyn","Crown Heights","Private room",50,1,0,NULL,0
4447611,"Manhattan","Gramercy","Entire home/apt",350,1,0,NULL,0
4449611,"Brooklyn","Bushwick","Entire home/apt",200,7,0,NULL,0
4454400,"Manhattan","Upper East Side","Entire home/apt",250,2,0,NULL,0
4462553,"Manhattan","West Village","Entire home/apt",175,1,0,NULL,0
4469679,"Manhattan","Lower East Side","Entire home/apt",325,4,0,NULL,0
4470423,"Manhattan","Gramercy","Entire home/apt",249,1,0,NULL,0
4476605,"Manhattan","Upper West Side","Entire home/apt",550,4,0,NULL,0
4479625,"Brooklyn","Williamsburg","Entire home/apt",135,2,0,NULL,0
4482584,"Brooklyn","Williamsburg","Entire home/apt",225,2,0,NULL,0
4484899,"Manhattan","East Village","Entire home/apt",225,1,0,NULL,0
4491140,"Queens","Long Island City","Private room",69,1,0,NULL,0
4493526,"Manhattan","West Village","Private room",150,1,0,NULL,0
4494588,"Manhattan","East Village","Entire home/apt",150,5,0,NULL,0
4497963,"Manhattan","West Village","Entire home/apt",250,2,0,NULL,0
4500615,"Manhattan","Chelsea","Entire home/apt",320,3,0,NULL,0
4502339,"Manhattan","Harlem","Shared room",80,1,0,NULL,59
4504493,"Brooklyn","Fort Greene","Entire home/apt",110,5,0,NULL,0
4508885,"Manhattan","Upper West Side","Entire home/apt",180,14,0,NULL,0
4513190,"Manhattan","East Harlem","Entire home/apt",195,2,0,NULL,0
4519764,"Manhattan","Washington Heights","Private room",29,7,0,NULL,0
4520449,"Brooklyn","Midwood","Private room",100,1,0,NULL,0
4524289,"Brooklyn","Gowanus","Private room",90,1,0,NULL,0
4525475,"Manhattan","Upper West Side","Entire home/apt",125,1,0,NULL,0
4525589,"Queens","Jackson Heights","Entire home/apt",90,3,0,NULL,0
4531802,"Manhattan","East Village","Entire home/apt",200,2,0,NULL,0
4531990,"Brooklyn","Bedford-Stuyvesant","Private room",75,1,0,NULL,0
4537389,"Manhattan","Midtown","Private room",400,3,0,NULL,0
4538901,"Brooklyn","Williamsburg","Entire home/apt",189,1,0,NULL,0
4539906,"Manhattan","Hell's Kitchen","Entire home/apt",205,2,0,NULL,0
4540852,"Brooklyn","Greenpoint","Private room",50,1,0,NULL,0
4547143,"Brooklyn","Bedford-Stuyvesant","Private room",55,1,0,NULL,0
4549627,"Manhattan","Hell's Kitchen","Private room",129,4,0,NULL,0
4550015,"Manhattan","West Village","Private room",110,1,0,NULL,0
4555241,"Queens","Long Island City","Entire home/apt",99,2,0,NULL,0
4556760,"Brooklyn","Greenpoint","Private room",80,1,0,NULL,0
4558046,"Brooklyn","Crown Heights","Entire home/apt",80,7,0,NULL,0
4565734,"Brooklyn","Greenpoint","Entire home/apt",245,3,0,NULL,280
4566340,"Brooklyn","Greenpoint","Entire home/apt",245,3,0,NULL,0
4566818,"Manhattan","Harlem","Private room",100,3,0,NULL,0
4567703,"Brooklyn","South Slope","Entire home/apt",150,2,0,NULL,0
4574224,"Manhattan","Harlem","Private room",65,1,0,NULL,0
4581479,"Manhattan","Upper West Side","Shared room",80,1,0,NULL,0
4581788,"Brooklyn","Williamsburg","Private room",150,1,0,NULL,0
4581942,"Brooklyn","Sunset Park","Private room",75,1,0,NULL,0
4582087,"Manhattan","Hell's Kitchen","Private room",200,4,0,NULL,0
4586330,"Brooklyn","Greenpoint","Private room",80,1,0,NULL,0
4587905,"Brooklyn","Greenpoint","Entire home/apt",450,1,0,NULL,0
4588689,"Manhattan","East Village","Entire home/apt",205,1,0,NULL,0
4594620,"Brooklyn","Boerum Hill","Entire home/apt",250,3,0,NULL,0
4603954,"Brooklyn","Flatlands","Private room",85,2,0,NULL,365
4605455,"Manhattan","Two Bridges","Private room",120,5,0,NULL,0
4611004,"Manhattan","Washington Heights","Entire home/apt",350,3,0,NULL,0
4611256,"Manhattan","Upper East Side","Private room",250,1,0,NULL,0
4611295,"Manhattan","Upper East Side","Private room",250,1,0,NULL,0
4612401,"Brooklyn","Bedford-Stuyvesant","Private room",70,1,0,NULL,0
4615887,"Manhattan","Kips Bay","Entire home/apt",350,2,0,NULL,0
4616865,"Brooklyn","Crown Heights","Private room",38,10,0,NULL,0
4619579,"Manhattan","West Village","Entire home/apt",450,3,0,NULL,0
4620505,"Brooklyn","Williamsburg","Entire home/apt",95,1,0,NULL,0
4620962,"Manhattan","Upper West Side","Entire home/apt",199,1,0,NULL,0
4623622,"Staten Island","St. George","Entire home/apt",1000,1,0,NULL,364
4636323,"Brooklyn","Williamsburg","Private room",95,1,0,NULL,0
4638668,"Brooklyn","Greenpoint","Private room",150,1,0,NULL,0
4639451,"Brooklyn","Greenpoint","Private room",55,6,0,NULL,0
4658860,"Queens","Astoria","Private room",200,1,0,NULL,0
4663122,"Brooklyn","Clinton Hill","Entire home/apt",195,4,0,NULL,0
4677469,"Manhattan","Morningside Heights","Entire home/apt",125,4,0,NULL,0
4678742,"Manhattan","Greenwich Village","Entire home/apt",600,1,0,NULL,0
4678795,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",140,3,0,NULL,0
4685448,"Queens","Ditmars Steinway","Private room",60,1,0,NULL,0
4685985,"Brooklyn","Williamsburg","Private room",120,1,0,NULL,0
4687730,"Manhattan","Hell's Kitchen","Private room",145,3,0,NULL,0
4699061,"Brooklyn","Sunset Park","Private room",35,1,0,NULL,0
4699123,"Brooklyn","Williamsburg","Private room",90,1,0,NULL,0
4699289,"Brooklyn","Greenpoint","Entire home/apt",180,1,0,NULL,0
4700265,"Brooklyn","Williamsburg","Private room",70,2,0,NULL,0
4700809,"Brooklyn","Kensington","Private room",35,4,0,NULL,0
4708909,"Manhattan","Hell's Kitchen","Entire home/apt",225,7,0,NULL,0
4710310,"Queens","Astoria","Private room",70,5,0,NULL,0
4716349,"Manhattan","East Harlem","Private room",80,1,0,NULL,0
4720121,"Manhattan","Upper East Side","Entire home/apt",500,7,0,NULL,0
4720142,"Brooklyn","Carroll Gardens","Private room",65,1,0,NULL,0
4720326,"Manhattan","Kips Bay","Entire home/apt",170,3,0,NULL,0
4720558,"Manhattan","Harlem","Private room",80,1,0,NULL,0
4720752,"Manhattan","Upper East Side","Private room",175,30,0,NULL,365
4724857,"Brooklyn","Bedford-Stuyvesant","Private room",75,1,0,NULL,0
4726749,"Manhattan","Harlem","Private room",75,1,0,NULL,0
4727912,"Manhattan","Civic Center","Entire home/apt",199,6,0,NULL,0
4729374,"Brooklyn","Bushwick","Private room",80,2,0,NULL,0
4730379,"Manhattan","East Village","Private room",55,26,0,NULL,0
4730857,"Manhattan","West Village","Entire home/apt",299,5,0,NULL,0
4734069,"Brooklyn","Williamsburg","Entire home/apt",200,30,0,NULL,0
4736480,"Manhattan","Upper East Side","Entire home/apt",375,4,0,NULL,0
4738250,"Brooklyn","Williamsburg","Private room",77,1,0,NULL,0
4738406,"Manhattan","Washington Heights","Private room",40,6,0,NULL,0
4748873,"Brooklyn","Williamsburg","Private room",100,1,0,NULL,0
4750578,"Brooklyn","Bedford-Stuyvesant","Entire home/apt",110,1,0,NULL,0
4752020,"Manhattan","Washington Heights","Entire home/apt",225,1,0,NULL,0
4752249,"Brooklyn","Bedford-Stuyvesant","Private room",150,1,0,NULL,365
4753918,"Brooklyn","Bushwick","Private room",125,2,0,NULL,280
4754646,"Manhattan","Upper West Side","Private room",70,1,0,NULL,0
4756125,"Brooklyn","Bushwick","Private room",55,1,0,NULL,0
4756856,"Brooklyn","Bushwick","Private room",70,1,0,NULL,0
4758877,"Manhattan","Lower East Side","Private room",70,2,0,NULL,0
4760504,"Brooklyn","Williamsburg","Private room",85,8,0,NULL,0
4762718,"Manhattan","Upper West Side","Entire home/apt",250,5,0,NULL,0
4765631,"Brooklyn","Crown Heights","Private room",60,7,0,NULL,0
